id,sentence
2493,“Pakain kaw?
2494,"Laung niya, “Apu"
2495,mangayu’ aku kayu mu ini.
2496,"“Na, buhia na"
2497,Bang kaw makabuhi
2498,na na ka’ na kaw
2499,Biyuhi na in kayu
2500,"Bukun pa malugay, gimuwa’ na hi Apu’ Agasi"
2501,"Pagguwa’, “Ha, ha, ha,” laung niya"
2502,"""“makakaun na isab kita anak pay"
2503,"mahamut"""
2504,Siyaggaw na liyaruk pa lawm kural
2505,"""Wa’ na makauwi’, wa’ na"
2506,"makaguwa’"""
2507,"""Siyumu na nagtagad hi Rumatag Bud iban ni"
2508,"Hangdangaw"""
2509,"Hawpuun tan a, nakaurul na in upat"
2510,"""Wa’ na"
2511,"makauwi"""
2512,"""’Kalna’ naubus na liyaruk hi Apu’ Agasi pa lawm kural"
2513,"niya"""
2514,"Pagbuhi’-pagbuhi’ sin kayu, yaun guwaun iban katawa"
2515,“makakaun na isab kita anak pay mahamut
2516,Ampa hilaruk pa laum kural
2517,"""Wa’ man makauwi’ in upat, siyagnat"
2518,"na hi Hangdangaw in ta’mu ampa na siya miyanaw"""
2519,“Wa aku makalanggal sin manga tau bihan
2520,"""daakun di’ muwi’ Gam"
2521,"man urulun"""
2522,"Hawpu’ niya, nakaratung na hi Hangdangaw"
2523,"“Uy, pakain kaw"
2524,"Laung niya, “Apu"
2525,mangayu’ aku kayu mu ini
2526,"Na, buhia na"
2527,Biyuhi’ na
2528,Hina’bu nagbubuhi’ nakalingi’ pa lawm kural
2529,Paglingi’ pa lawm kural
2530,"“Ay, bat hangkan da kamu wa’ makauwi"
2531,Nagunu kamu duun han?
2532,Liyaruk kami hi Apu’ Agasi
2533,Tiyakdugan hi Hangdangaw in kural
2534,"""Takdug da nakaminsan"
2535,"napulakpalik"""
2536,"""Na, guwa’ kamu."
2537,Guwa’ kamu muwi’
2538,"kita"""
2539,In taud nila ini amaunu di’ kamu umatu kan Agasi
2540,"""Bang yan"
2541,"gumuwa’ piritun ku san"""
2542,"“A, na di’ kami makaatu bat pikulun kami"
2543,"Na, ka’ kamu kayu muwi’ kitaniyu"
2544,"Na, amuna in kara kayu"
2545,"""Paguwi’ nila, a, na, kiyapasuan na isab ha"
2546,"kahuy"""
2547,"Na, sama-sama kamu ka’ kahuy"
2548,"""Butangan"
2549,"niyu ha kid duwang sipak yan"""
2550,Tupad tumindug sin kahuy
2551,"""Ampa"
2552,"buhian kayu ha ruhul duwang utud iban ha gi’tung"""
2553,"""Bat masigla’"
2554,"malutu"""
2555,"Na, unu pa, biyuhian na"
2556,"Ampa nalaga, ampa nalablab"
2557,"""ampa"
2558,"nagbaga"""
2559,"Na, napugna’ pakarayaw yadtu"
2560,baga ra kuman
2561,"""napudpud"
2562,"na in kahuy katan-tan, laung niya"""
2563,"“Na, paanuka niyu na ruun"
2564,""" Ayaw"
2565,"niyu na lagahan"""
2566,Malutu’ na san sin baga yan
2567,"Pagga yadtu nakalugay na, nagtuy na himait tugsuk"
2568,“Tugsukun ta kunu’ bat kaingatan ta in lutu’ iban bukun
2569,Tiyugsuk na tiyatal in ha kalagguan katan-tan
2570,"""“A,"
2571,"wala’ pa mala’ga"""
2572,"""Bunnal lutu’ na in paguwa’ sa’ in ha lawm bukun"
2573,"pa la’ga"""
2574,Paanuk-anukun ta na’a
2575,"Na, laung sin manga katan, “Marayaw na"
2576,Pagga yadtu dimu’du’ na in kayu katan-tan
2577,"""n, baga na, isaban na isab"
2578,"tiyugsuk"""
2579,"Pagtugsuk, laung niya"
2580,"""Sauki niyu"
2581,"kita madtu dagat"""
2582,"""Bu’sugi niyu dagat iban sin kayu ini bat sukul ini"
2583,"way pag-asin ta"""
2584,Biyu’sugan na in ista’ katan-tan
2585,"""katihabaan, kalagguan yadtu"
2586,"sampay kayu biyu'-sugan na"""
2587,Paghagkut pakarayaw yadtu
2588,"""na,"
2589,"nagbahagi’ na"""
2590,Nagbahagi’ na sin ta’mu
2591,"""“A, Mamuk"
2592,"Bunga, kaymu in hambuuk"""
2593,Tumibih Batu
2594,kaymu in hambuuk
2595,"Sumagpih Ipil,"
2596,kaymu in hambuuk
2597,Rumatag Bud
2598,""", kaymu na in"
2599,"hambuuk"""
2600,Kaku’ in hambuuk
2601,Magtupud-tupud na kitaniyu
2602,"""Sa’ in"
2603,kaagi niyu magkaun magsaladdan-saladdan in kaagi niyu magsungit
2604,"sabab in ista’ ta dakula’ iban mataud ista’ ta"""
2605,"""Sa’ bang wayruun"
2606,"kaunun ta hat ista"""
2607,"na, huu, kansuban da isab kita"
2608,"Na, amu na yadtu in liyugus"
2609,Nagtupud-tupud na
2610,Nagkaun na sila
2611,"""Hangka"
2612,"put sin hangsulag kaunun hangka kuri"""
2613,sa’ kuri’ bigla’ yaun
2614,"""Na,"
2615,tupud na sila.
2616,"Malugay nagkaun"""
2617,"""Na,"
2618,tupud na sila.
2619,"Malugay nagkaun"""
2620,"""Pila na laggu-laggu’ ta’mu nabiya’ naman"
2621,"bakul siki"""
2622,"“A, maglanlan kita niyu"
2623,""", mauppas isab in"
2624,"ista"""
2625,Ubusun natu’ naa in unud-unud yan
2626,"Na, in hawpu’ niya,"
2627,naubus na in unud
2628,Sampay in unud ha u
2629,"""ha"
2630,"ta’ping kiyaun da"""
2631,"Na, naubus na yadtu"
2632,""" In bukug ini napula-palik"
2633,"na duun"""
2634,Pagga yadtu ubus na nagkaun
2635,naghali-halina
2636,"""."
2637,Laung hi
2638,"Hangdangaw"""
2639,“Unu in napikil niyu sin bukug ista’ yan
2640,"""Bang awn"
2641,"tau managat"""
2642,"""awn tau makalud mari managat makagiik sin bukug"
2643,"yan"""
2644,Katunukan in tau
2645,Bugitan niyu pa lawd
2646,"""""""Na, sa’ yan hibugit bat bang awn tau makalanggal ha"
2647,"ini ampa hangkan nakanat tukurun piyagkaunan sin tau"""
2648,"Magnaiksaksi way tuhan nga patot sombahon malayngkan Allah,"
2649,iban magnaiksaksi in Muhammad ipun Niya iban rasul Niya.
2650,Tumindug sambahayang.
2651,Dumihil zakat.
2652,Magpuwasa bulan Ramadan.
2653,Magnaik hajji pa Baytullahil Haram.
2654,"Pagga yadtu dimu’du’ na in kayu katan-tan, baga na, isaban na isab tiyugsuk."
2655,"Pagtugsuk, laung niya, “A, lutu’ na."
2656,Lutu’ na.
2657,Sauki niyu kita madtu dagat.
2658,Bu’sugi niyu dagat iban sin kayu ini bat sukul ini way pag-asin ta.”
2659,"Biyu’sugan na in ista’ katan-tan, katihabaan, kalagguan yadtu sampay kayu biyu'-sugan na."
2660,"Paghagkut pakarayaw yadtu, na, nagbahagi’ na."
2661,Nagbahagi’ na sin ta’mu.
2662,"Laung niya, “A, Mamuk Bunga, kaymu in hambuuk."
2663,"Tumibih Batu, kaymu in hambuuk."
2664,"Sumagpih Ipil, kaymu in hambuuk."
2665,"Rumatag Bud, kaymu na in hambuuk."
2666,Kaku’ in hambuuk.
2667,Magtupud-tupud na kitaniyu.
2668,Sa’ in kaagi niyu magkaun magsaladdan-saladdan in kaagi niyu magsungit sabab in ista’ ta dakula’ iban mataud ista’ ta.
2669,"Sa’ bang wayruun kaunun ta hat ista’, na, huu, kansuban da isab kita.”"
2670,"Na, amu na yadtu."
2671,Nagtupud-tupud na.
2672,Nagkaun na sila.
2673,Hangka put sin hangsulag kaunun hangka kuri’.
2674,Sa’ kuri’ bigla’ yaun.
2675,"Na, tupud na sila."
2676,Malugay nagkaun.
2677,"Pagga yadtu, nakauna sa’ in kuwan."
2678,In ta’mu naubus.
2679,Pila na laggu-laggu’ ta’mu nabiya’ naman bakul siki.
2680,"Laung niya, “A, maglanlan kita niyu, mauppas isab in ista’."
2681,Ubusun natu’ naa in unud-unud yan.”
2682,"Na, laung nila, “Huu.”"
2683,"Na, in hawpu’ niya, naubus na in unud."
2684,"Sampay in unud ha u, ha ta’ping kiyaun da."
2685,"Na, naubus na yadtu."
2686,In bukug ini napula-palik na duun.
2687,"Pagga yadtu ubus na nagkaun, naghali-halina."
2688,"Laung hi Hangdangaw, “Unu in napikil niyu sin bukug ista’ yan?”"
2689,"“Bang awn tau managat, awn tau makalud mari managat makagiik sin bukug yan.”"
2690,“Katunukan in tau.
2691,Bugitan niyu pa lawd.”
2692,"Laung niya, ""Na, sa’ yan hibugit bat bang awn tau makalanggal ha ini ampa hangkan nakanat tukurun piyagkaunan sin tau, na, matukud kita.”"
2693,"Na, amu na in kabugit."
2694,Amu ra kuman in wa’ kiyabugit in ta’ping hambuuk.
2695,Di’ makara in manga kaibanan.
2696,"Laung niya, “Ay kaw naa, in laggu’ niyu amaunu."
2697,Pagkausugan kamu.
2698,Mayta’ kamu yan?
2699,"Hi Tumibih Batu, hi Rumatag Bud, hi Mamuk Bunga, hi Sumagpih Ipil, di’ kamu makalaruk?"
2700,Makabugit?
2701,Ayaw niyu bugitan pa ginlupaan makagiik in tau.”
2702,"Laung niya, “Di’ kami makabuhat.”"
2703,Nagtuy siyagnatan hi Hangdangan sin tudlu’ duun ha lungag-lungag sin ta’ping.
2704,Ampa biyuhat.
2705,"Pagbuhat, imisa ha inak, limamugay ha ambun."
2706,"Paghug, amu kiyahugan in tubig hi Maharaja Pahallawan."
2707,Nalapat in tubig.
2708,Way na makasawk.
2709,"Ha lawm sin hangka pitu way na pagbugbug, way pagkaun, way pag-inum, way pagpaygu’, way pagpaupu’."
2710,Nasusa na in banua bang hisiyu in nakalummu’ sin tubig.
2711,Ukabun di’ makaukab.
2712,Way makaukab.
2713,Piun in makusug di’ makaukab.
2714,Amu na in nagpanaw na sila pa kagimbahan.
2715,"Lugay-lugay nila nagpanaw, amu kiyarungguan in tau mataud."
2716,"Yaun na in dagtung, yaun na in manga sawd."
2717,"Laung niya, ""Uy, mayta’ kamu yan mataudmataud."
2718,"Nagpupun in manga sawd, manga dagtung."""
2719,"Laung niya, “Andu’, tuwan."
2720,Nagtubig kami ini tubig hi Pahallawan.
2721,"Sakali ini, inday bang hisiyu in makajaluhak ha yan."
2722,Di’ ku kaingatan in liyukub bang unu.
2723,Mainig dayn ha mainig.
2724,Malanu’ dayng ha malanu’.
2725,Di’ kami makaukab.
2726,Magsalin-ganti’ na in umukab di’ makaukab.
2727,In banua yadtu narukduk na.
2728,Makayug na in anak.
2729,Di’ na makakaun sabab way na pagbugbug.
2730,"Laung niya, “Na, bunnal kaw, babu’"
2731,"Laung niya, “A, kiyapasuan sa kamu yan."
2732,Di’ baha yan maukab?”
2733,"katan, bukun kami in biyataan mu"
2734,"Laung niya, “Di’.”"
2735,""" Misan di kamu’ in anak mu bang mabiya’"
2736,"ha yan in paruman niya agun-agun in hati niya in anak, agun-agun"
2737,bang manga biya’ tiranum tuud hati niya biya’ agun-agun
2738,"hipanangdan na bang man kaukaban da"""
2739,"Laung niya, “Ha unu in bay hi Maharaja?"
2740,Hi Apa’ Maharaja?”
2741,"""Na, marayaw isab yadtu,"
2742,babu’.
2743,"Ha pikil mu bang upama awn makauk"""
2744,"Laung niya, “A, yadtu hadtu.”"
2745,"Laung niya, “Aw’, na utu’, di’ aku magparapat"
2746,Hinduan na.
2747,Miyadtu na.
2748,"Laung sin banua, “Na, kamu sa’ yan, utu’.”"
2749,"""Laung niya, “Sari na aku kita’ niyu na, hangdangaw-rangaw ra"
2750,in taas.
2751,""""
2752,"“Huun, Apa’ Maharaja?”"
2753,"""Sa’ pasulayan na kunu’ in manga anak-apu’ mu ini bang"
2754,sila awn makaukab.
2755,""""
2756,Duun na.
2757,Himumput pakarayaw in lingkud.
2758,"Laung hi Hangdanaw, “Layn sambung, Apa’ Maharaja."
2759,Awn tau mataud kiyalabayan namu’.
2760,Awn manga dagtung.
2761,Awn manga sawd.
2762,Iyasubu namu’ bang pakain.
2763,"Laung nila, “Magsawk sila tubig sa’ in di’ hika sawk, awn kunu' tubig liyulukuban na.”"
2764,"Laung niya, “A, huu, utu’, tubig ku."
2765,"A, kami ini way na pagkaun sabab way tubig."
2766,Manghud ku di’ makabugbug sabab way tubig.
2767,Ukabun di’ maukab.
2768,Natapus na in kami imukab katantan di’ makaukab.”
2769,""" Na, marayaw, bang di’ makaukab asal da"
2770,"bukun da yan nagtakbi’ hati magtawhan"""
2771,"Laung niya, “Ay kaw naa, Apa’ Maharaja."
2772,Laung niya’ dayn diin yan?
2773,Hisiyu in nakalummu’ sin tubig yan?”
2774,"Na, kiyadtu na"
2775,"Laung niya, “Di’ ta na, utu’ kaingatan."
2776,Tau ka unu ka.
2777,"Sa’ bang tau, bang ha lawm ku, way ruun mangjilaka’.”"
2778,"""Na, miyagad na in banua, miyagad na in"
2779,asawa.
2780,""""
2781,"Laung niya, “Na, bunnal kaw, Apa’ Maharaja.”"
2782,"""Hangkan na"
2783,way makaukab bat kiyahunitan.
2784,"Biya’ yaun sin sapantun linhyansang"""
2785,"Pagpamung sin asawa sin banua, “Dagun utu’, bang biya’ da ha ini in kasusahan ku."
2786,Ayaw baran ku.
2787,Sampay anak ku di’ na makaun.
2788,Di’ na maka-inum.
2789,Anak ku ini iban kabudjang.
2790,Iban bang aku in kumita’.
2791,Bukun ku bantug ha anak.
2792,Marayaw-marayaw isab babai.
2793,Sa’ bang awn makaukab sin tubig ku yan amu in hipabana ku ha anak ku.”
2794,"Laung niya, “Na, amu na sa.”"
2795,i mean in this one you put a space and i do not want that
2796,"Na, naghuru-huru na in tau."
2797,"Laung niya, “Na, in mag-ukab in manga kaibanan biya’ magparu-paru umukab ha unu dayn di baha’ in ukayun?”"
2798,Ganta’ ukabun yadtu pag-uukaban.
2799,"Na, hinduan na sin kaibanan amu na kaputan."
2800,"Laung niya, “A, ini."
2801,Siyulay-sulayan”
2802,"Namu’ dayn ha yan amu pa maukab misan makabinsul, di’ kami makabinsul.”"
2803,"Laung niya, “Bunnal kaw."
2804,Marayaw isab in kapatli’ ha ini hangkan da kamu di’ makaukab.”
2805,"Na, laung sin Hangdangaw, “Mamuk Bunga, kadtui kunu’.”"
2806,"Laung hi Mamuk Bunga, “Alla, paukabun mu aku sin…, unu in kaingatan ku."
2807,"Ikaw, Tumibih Batu?”"
2808,Amu ra ba.
2809,"Naubus niya man siyagina in upat yadtu, di’ da makaukab."
2810,"Laung niya, “Na, kiyapasuan kita, Apa’ Maharaja."
2811,Di’ kunu’ in manga anak mu ini makaukab.
2812,"Na, aku pa in makaukab kita’ niyu in aku hangdangaw-rangaw da in taas, kalu-kalu awn sukud."
2813,Sulay-sulayan ku kunu’ biya’ tara’-taraun upamakun magbinti.”
2814,"Na, laung sin banua, “Na, amu sa yadtu, utu’, in dayaw niya.”"
2815,Kiyadtuan na tuud.
2816,"Pagkadtu, siyagnatan na sin jaimanis in biya’ lungag-lungag yadtu."
2817,"Kiyatanaman niya pakarayaw, nagtuy na tuud biyugnus pa taas."
2818,"Pagbugnus, siyabulak pa taas."
2819,"Limamugay ha ambun, imisa ha inak."
2820,"Didtu na isab timungud, kiyahugan na isab in tubig hi Panglima."
2821,Amu ra.
2822,"Susa ra, di’ na makaun, di’ na maka-inum, di’ na makabugbug."
2823,"Na laung niya, “Ay kaw naa, Apa’ Maharaja, sumawk in tau yan, in anak-apu’ mu yan.”"
2824,Ikaw na in sawk muna.
2825,Hakuti na madtu in bay mu.
2826,Bang kaw makasawk na ampa sila yan makasawk.”
2827,"Na, in balik niya amu na yadtu."
2828,"Na, magtuy na nagkadtu ha bay."
2829,"Bang manga sayuhun, nag-usihat na sin janji’."
2830,"Laung niya, “Babu’, bapa’, marayaw na, in manga bichara batukun na."
2831,"In ini sadja misan upama aku in nakaukab, amu na in anak mu hambuuk ini in hibin ku di’, pahalalun, patiyaunun ha anak mu.”"
2832,Amu na in Mamuk Bunga.
2833,"Laung niya, “Sila ini aku ra in makapagbaya’.”"
2834,"Na, sumaga’ hi Mamuk Bunga, di’ maya’."
2835,"Laung niya, “Ari, di’ kaw maya’?"
2836,Pagpi’ kaw sin buhi’ kaw iban patay.”
2837,In hawpu’ niya naagad da isab.
2838,"Laung hi Maharaja, “Marayaw na, utu’.”"
2839,"Na, nakabin na."
2840,Amu na in naka-asawa.
2841,"Pagpuas hadtu, na nagpanaw-panaw na sila."
2842,"Lugay sin magpanaw, kiyabatukan na in ha banua, ha Panglima yadtu."
2843,In balik niya naukab da.
2844,Siya ra in nakaukab.
2845,Awn da isab janji’.
2846,"Pag-ukab, amu na in pasawkun in banua ampa na in manga katan nakalundug."
2847,"Na, nati’mus na."
2848,Ti’mus na in ha banua.
2849,"Pagga ti’mus na, amu na in kapag agad pa bay."
2850,"Na, laung niya, “Babu’, bapa’, marayaw na."
2851,"Pagka in janji’ ti’mus, misan manga aku na in nakaukab, amu na in pabinun ku dayn di, pahalalun ku ha anak mu hi Tumibih Batu."
2852,Sila ini bunnal makusug.
2853,Ta pagka-usug sa ini sa’ di’ isab sila makaatu kaku’.
2854,"Na, amu na ini in pabinun ku di.”"
2855,"Laung niya, “Na diin na in katanaman mu, utu’, bilang na.”"
2856,Amu na in kabin.
2857,Amu na in nakatiyaun in Tumibih Batu.
2858,"Hawpuun ta na, in sila tau upat, naka-asawa na sadja katan."
2859,In hambuuk anak imam.
2860,"In hambuuk anak sin Datu Laja Mura’, hinapusan."
2861,"laung niya, “na diin na in katanaman mu, utu’, bilang na.”"
2862,amu na in kabin.
2863,amu na in nakatiyaun in tumibih batu.
2864,"hawpuun ta na, in sila tau upat, naka-asawa na sadja katan."
2865,in hambuuk anak imam.
2866,"in hambuuk anak sin datu laja mura’, hinapusan."
2867,amu ra kuman isa-isa hi hangdangaw magpanaw-panaw.
2868,"laung niya, “mayta’ biya’ mataud tau yan?"
2869,ha astana’ yan?”
2870,"laung sin manga kaibanan, “huu.”"
2871,"laung niya, “yaun ka in sultan ha bay, ha astana’ yaun?”"
2872,"laung niya, “na, amu na sa, ampun baribu ampun.”"
2873,"laung niya, “ay, mayta’ yan, ampun?”"
2874,"laung niya, “na, biya’ diin na ampun, in pikilan sin sultan?”"
2875,"laung niya, “bang biyadtu, ampun, biya' hantang hipanangdan?"""
2876,"laung niya, “ha pikil sin sultan bang upama awn makaukab?”"
2877,"laung niya, “na, bang in sambat dayn ha tita ampa magkabayaan na, sulayan na ampun.”"
2878,"“na, sulai na ukabi madtu.”"
2879,"laung niya, “ha unu in tubig?”"
2880,"laung niya, “a, yari.”"
2881,"laung niya, “a, amu ka yan?”"
2882,"laung niya, “huu.”"
2883,"laung niya, “amu na sa.”"
2884,"laung niya, “hain na in pag-uukaban duun ha ini?”"
2885,"laung niya, “kadtua niyu kunu’ in sultan bang biya’ upama maukab, paruunun na ka ha guwa’ ini.”"
2886,"laung niya, “marayaw na.”"
2887,"laung niya, ""na, marayaw na ampun."""
2888,"laung niya, “ayaw naa kamu sumawk.”"
2889,"laung niya, “subay sultan in makauna sumawk.”"
2890,"laung niya, “na."
2891,"biya’ diin baha’, ampun baribu ampun?”"
2892,"laung niya, “unu in piyakaan mu kaku'?”"
2893,amu na in kapagtiyaun.
2894,"na, natapus na."
2895,Makusug in kawasa sin tau yan
2896,“In tau kawasa mataud in pilak niya
2897,“In sumunod ha hangpu’ tag siyam amu na kawhaan
2898,“Marayaw hamut sin sumping malu
2899,“Hansula in pilak ampa hinanga kāku’ singsing
2900,"""“Ayaw pagbutangan in manga kindi yan ha lugal"
2901,"mapasu’ bat di’ maglanay"""
2902,Lanalanahan ta siya bat kita dihilan sīn
2903,Subay hangpu’ ngaibu in piyansa kaymu
2904,Bulawan in puhan sin kalis niya
2905,"""“Subay in katān Muslim magpuasa bang bulan"
2906,"Ramadan"""
2907,Biya’ tugas batu in tinapay ini.
2908,“Subay in Muslim mangadji’ sin Kuraan.
2909,“Langgal sara’ pa Tuhan in magjina
2910,“Sapa kaw ha Kuraan bang bukun ikaw in nakabunu
2911,Matūp magsundalu in tau maisug
2912,“Pattaun ku in manga bata’ nagraduwit
2913,“Bukun patut jilun in tau way dusa
2914,“Kamatauran sin datu’ mapasu’ in dugu
2915,“Piyadjak niya in ariplanu pa Sambuwangan
2916,“Subay mu talusun in hinang mu
2917,“Di’ in tau mabuhi’ bang di’ mag’usaha sin kabuhianan
2918,“Mabaya’ siya magkadayahan
2919,“Makusug in baus sin Tuhan dayn sin mānusiya
2920,Di’ siya makatug dūm sin buga’ niya
2921,“Kimalap in karupangan niya
2922,“Di’ aku magkahagad bang ku di’ kakitaan
2923,“Magkimbu’ in batu ha lawm mital bang majugjug
2924,Ayaw kaw magad sin karupangan niya
2925,“Paghalli’halli’ kamu.
2926,Sumud in mundu dūm ini
2927,“Hi maas Castro tau halul akkal
2928,“Di’ siya mabaya’ mīg
2929,Īgun ku in lāy ha lamisahan
2930,“Kalu-kalu aku makauwi’ kunsum
2931,“Ayaw kaw magkalu-kalu bang kita’ mu
2932,“Kawa’ kaw madtu kahuy
2933,“Nagtagad dakuman sila kaymu
2934,Hangka-tau dakuman in tagaran sin jīp
2935,Dapit pa lawa
2936,“Diyarapitan niya sadja in anak niya
2937,"Huun, matun da aku kunsum"
2938,Dapit pakain in guwaan sin sini?”
2939,Subay ta higuwa’ in sakit atay ta
2940,“Manjari dimatung in Sultan
2941,"“Nanjari unu, in hinang mu kahapun"
2942,Way kajatuhan sin hinang mu yan
2943,“Di’ magjatu in pananum bang panuga
2944,“Di’ mag’uli’ in pali’ niya
2945,Jaga’ kaw.
2946,Palian kaw sin laring
2947,In sinapang sin sundalu kiyawa’ sin mundu
2948,Subay magsinapang in tau bang sūng pa pagbunuan
2949,“Bitad na tiyan niya sin pagkaun
2950,“Mabitad mu kāku’ in pitikan ini
2951,“Bistaha bang pila in kiyabalanja ta pa Manila
2952,“In tau mabista awn sadja sin niya bang kasigpitan na
2953,Pila in balanja’ sin paghinang
2954,“Balanjaan ku hi Abdul
2955,“Ayaw da’lasa in tubig
2956,“Bang bihan in da’las mu magsīn wayruun hikataw’ mu
2957,Way kapatutan mu magpaīg kāku dayn ha upis
2958,“Bang adlaw Jumaat maghadis in Imam ha masjid
2959,Ayaw kaw magdungung sin ligaw niya
2960,"""Ayaw na kaw limigaw bang kaw kiyabunnalan na sin"
2961,"puting mu"""
2962,"Agad na kaw bihaun, pagkuwan, di’ mari in jīp kunsum"
2963,Pagkuwan di’ siya dumatung adlaw ini
2964,Ayaw kaw muting sin hinang mu dī
2965,“Pī’ na kaw sin kamatis kabayaan mu
2966,“Di’ siya magpī’ tau
2967,Da’ak kaw ha manga bata’ usug yan kumawa’ tubig
2968,“Biya’diin in dagbus sin tau piyaglawag mu
2969,Nakalampaw in taud nila
2970,“Lumampaw siya dayn ha katān ha susūngun
2971,"""“In sultan ha Sūg ha masa yadtu awn bahagi’ niya sin"
2972,"Borneo"""
2973,“Kiyamasahan niya in pagbunu’ sin Kastila’ ha lupa Sūg
2974,“In suuk sin iskul pa bāy namu’ hangka-batu da
2975,“Ayaw siya pasuuka mari’ kāku
2976,Subay ta pagdungdungan in hindu’ sin maas ta
2977,“Maluhay dupangun in tau dupang
2978,“Bulanun in manga babai ban sangput na
2979,Kiyalingkat in kandiis niya
2980,Way na makaliyu dayn ha kudarat sin Tuhan
2981,Piyangirugan siya sin banta niya
2982,“Kisi’ sadja kaw bang kaw pag’amahan sin Ina’ mu
2983,"""“Magkanawkanaw in pangatud ku bang masu’ tuud in"
2984,"suga"""
2985,"Bang kaw didtu na, parahan ta kaw sulat"
2986,Hi maas Arola tau halul akkal
2987,Dapatun ta kaw bang kaw di’ mari kunsum
2988,Andag kaw bang pila in hangka karut bugas
2989,Di’ aku makakahagad sin bichara mu
2990,Ayaw mu na siya jawia.
2991,Tibuukun taniyu in sīn natu’ bang kitaniyu makabī jīp
2992,Bang lumugay in armi mamarinta mataud magkangi’
2993,Kimangi in kawman pasalan mu
2994,Hi Sulayman in kapāla sin parhimpunan
2995,“Mangi’ in mangakap
2996,"""Babaan ku in lilingkuran sin basikul ini, sabab di’ aku"
2997,"makatanam"""
2998,Subay mu kannalun in pag’ammal sin ibādat mu
2999,“Marayaw in kagumpung sin manga pāy naani
3000,"""Gutasun in manga paguy bang di’ makakaun halawm"
3001,"duway adlaw"""
3002,“Biyugaw niya in sapi’ dayn ha halaman iskul
3003,“In alimatuk magpanupsup da isab dugu
3004,“Magbaya’-baya’ kaw bang unu in hinangun mu
3005,Nagsambayang aysa hi Abdul
3006,Hibungat ku kaymu in kabayaan ku hibissara
3007,“Unu in makawa’ mu mag’atay-atay kaniya
3008,“Subay tuud kita umatu ha banta ta
3009,“Subay di’ dungatun in sūg bat di’ maraub in bangka
3010,Suku’un ku na in lupa’ ini kāku
3011,“Mustahil katu’ in madtu pa bulan
3012,“Unu in lamuk sin sayul liyutu’ mu?
3013,Hundawa in pagtungud mu pagdatung mu pa Manila
3014,“Parayawa in pag’utud mu sin kakana’ bat di’ makiyu
3015,“Sulanga in hindu’ niya kaymu bang bukun amu
3016,"""Subay kita mag’asag dugu’ bang magbawbug sin"
3017,"hula"""
3018,Tattap subay kita mangayu’ lidjiki’ dayn ha Tuhan
3019,“Bugusan na in parkala’ pa abugaw
3020,"""Ay kaw naa!"
3021,Biya’ diin in kasūd sin sugarul sin tambul in
3022,"suran katān"""
3023,In anak mu usug landu’ matalanghati
3024,In maksud ku dāhun siya magbissara tampal
3025,“Māhang sila magkari
3026,“In Tuhan di’ maabut sin kira-kira sin mānusiya
3027,“Iyampa siya nakasakat ariplanu
3028,“Subay mu buddihan in manga pangdaig bāy mu
3029,“Gunggungi in bata’ ha lima bat di’ mahūg
3030,"""“Bawsun ku sila hanggatus pilak sabab bakas kami"
3031,"tiyabang nila"""
3032,“Ayaw kaw numapsu sin alta’ sin kaibanan mu
3033,"""Bang magkawin subay mahalayakun ha lawm kawman"
3034,"ha supaya matarrang"""
3035,"""“Mataud in ginisan sin jīn."
3036,"Awn tau pagsurun sin jīn, awn"
3037,"mag’ipat ha jīn"""
3038,“Di’ aku makahapal sin bissara niya
3039,Ha waktu sin pagbunu’ nakanat kami magtalianak
3040,"""“In kajil kaniya yan hambuuk sa yan suppak sin Ina’ niya"
3041,"ha pasal sin kasaan niya nakalandu"""
3042,"""“Pagmawpakkatan na sin manga kunsiyal in"
3043,"pagpatindug sin uspital"""
3044,"""“Bang in bata’ dāhun pa lawm tinda umikag sadja siya"
3045,"ha manga panayaman"""
3046,Iggilun ta na hi Abdul supaya siya makaīg
3047,"""Subay lapit adlaw pa kaw magbati’ bat kaw di’ hikabīn"
3048,"sin tarak"""
3049,“Di’ aku malasa ha bata’-bata’ matugas ū
3050,Bang man siya lappas da dayn ha kamulahan
3051,"""Bantahun ku hi Babu’ bang di’ niya aku dihilan"
3052,"pagkaun"""
3053,"""Duwal sumapa kaw ha Kuraan ampa aku magkahagad"
3054,"sin bayta’ mu"""
3055,"“Bang ha Sūg, duwal pangdan in paghinangun baluy"
3056,“Di’ aku kasandalan in hapdus sin pali’ ku
3057,Sapahi bang way da kaw makatakaw sin sīn nalawa
3058,Assalamu’ alaikum waramatullah.
3059,Alaikum wassalam.
3060,Maunu-unu na kaymu yan?
3061,Marayaw ra isab.
3062,Aun sakit siya.
3063,Mari ba pa pagdagangan ini.
3064,Marayaw ra isab.
3065,Dī na kaw.
3066,Salam na hadja kaniyu.
3067,Daing ha Manila hati’ kaw?
3068,"Huun, Utoh, ampa sa aku ini nakaratung."
3069,Daing ha Oregon ha Eugene.
3070,Nangangadji ba aku ini Tagalog.
3071,Manjari ba aku ini mangasubu kaymu?
3072,Una ha Tagalog in “uyum?”
3073,"Bang Tagalogon, biya’ diin in pagiyan mu “umuyum?”"
3074,In manis mu umuyum.
3075,Magsukul.
3076,Hisiyu yan?
3077,Hi Max ini.
3078,Anak hi Dr.
3079,Garcia.
3080,Amu in maglalarut ipun.
3081,Tagad kaw kunu’.
3082,In pagtawag mu misan kāku hi Tiburcio.
